tail_num,mfr_name,model,model_2,year,cert_year,eng_mfr_name,eng_model,carrier
N3KMAA,BOEING,737-823,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,AA
N3CFAA,BOEING,737-823,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,AA
N3FMAA,BOEING,737-823,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,AA
N3AFAA,BOEING,737-823,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,AA
N3DTAA,BOEING,737-823,737-800,2009.0,2009.0,CFM INTL,CFM56-7B,AA
N3ETAA,BOEING,737-823,737-800,2009.0,2009.0,CFM INTL,CFM56-7B,AA
N3CKAA,BOEING,737-823,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,AA
N3JWAA,BOEING,737-823,737-800,2012.0,2013.0,CFM INTL,CFM56-7B,AA
N795AA,AIRBUS,A321-231,A321,2014.0,2014.0,IAE,V2533-A5,AA
N786AA,AIRBUS,A321-231,A321,2013.0,2013.0,IAE,V2533-A5,AA
N791AA,AIRBUS,A321-231,A321,2014.0,2014.0,IAE,V2533-A5,AA
N788AA,AIRBUS,A321-231,A321,2014.0,2014.0,IAE,V2533-A5,AA
N787AA,AIRBUS,A321-231,A321,2013.0,2013.0,IAE,V2533-A5,AA
N794AA,AIRBUS,A321-231,A321,2014.0,2014.0,IAE,V2533-A5,AA
N790AA,AIRBUS,A321-231,A321,2014.0,2014.0,IAE,V2533-A5,AA
N789AA,AIRBUS,A321-231,A321,2014.0,2014.0,IAE,V2533-A5,AA
N783AA,AIRBUS,A321-231,A321,2013.0,2013.0,IAE,V2533-A5,AA
N798AA,AIRBUS,A321-231,A321,2014.0,2014.0,IAE,V2533-A5,AA
N382AA,BOEING,767-323ER,767-300ER,1993.0,2017.0,GE,CF6-80C2,AA
N348AA,BOEING,767-323ER,767-300ER,2003.0,2003.0,GE,CF6-80C2,AA
N469AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1988.0,2017.0,P & W,JT8D-217,AA
N4XHAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1998.0,2016.0,P & W,JT8D-219,AA
N481AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1988.0,2017.0,P & W,JT8D-217,AA
N550AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1991.0,2012.0,P & W,JT8D-217,AA
N470AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1988.0,2017.0,P & W,JT8D-217,AA
N375AA,BOEING,767-323ER,767-300ER,1992.0,2017.0,GE,CF6-80C2,AA
N347AA,BOEING,767-323ER,767-300ER,2003.0,2003.0,GE,CF6-80C2,AA
N345AA,BOEING,767-323ER,767-300ER,2003.0,2003.0,GE,CF6-80C2,AA
N378AA,BOEING,767-323ER,767-300ER,1992.0,2016.0,GE,CF6-80C2,AA
N5DEAA,BOEING,757-223,757-200,1993.0,2018.0,ROLLS-ROYC,RB211-535E4B,AA
N5EHAA,BOEING,757-223,757-200,1998.0,2018.0,ROLLS-ROYC,RB211-535E4B,AA
N5DFAA,BOEING,757-223,757-200,1993.0,2017.0,ROLLS-ROYC,RB211-535E4B,AA
N5EJAA,BOEING,757-223,757-200,1998.0,2017.0,ROLLS-ROYC,RB211-535E4B,AA
N3KEAA,BOEING,737-823,737-800,2013.0,2013.0,CFM INTL,CFM56-7B,AA
N3BYAA,BOEING,737-823,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,AA
N3FFAA,BOEING,737-823,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,AA
N3HRAA,BOEING,737-823,737-800,2011.0,2012.0,CFM INTL,CFM56-7B,AA
N3EMAA,BOEING,737-823,737-800,2009.0,2009.0,CFM INTL,CFM56-7B,AA
N4WTAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1992.0,2018.0,P & W,JT8D-219,AA
N4YNAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1999.0,1999.0,P & W,JT8D-219,AA
N424AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1986.0,1986.0,P & W,JT8D-217,AA
N488AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1988.0,1989.0,P & W,JT8D-217,AA
N4XYAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1999.0,1999.0,P & W,JT8D-219,AA
N3AAAA,BOEING,737-823,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,AA
N011AA,AIRBUS,A319-115,A319,2013.0,2013.0,CFM INTL,CFM56-5B,AA
N014AA,AIRBUS,A319-115,A319,2013.0,2014.0,CFM INTL,CFM56-5B,AA
N024AA,AIRBUS,A319-115,A319,2014.0,2014.0,CFM INTL,CFM56-5B,AA
N019AA,AIRBUS,A319-115,A319,2014.0,2014.0,CFM INTL,CFM56-5B,AA
N018AA,AIRBUS,A319-115,A319,2014.0,2014.0,CFM INTL,CFM56-5B,AA
N025AA,AIRBUS,A319-115,A319,2014.0,2014.0,CFM INTL,CFM56-5B,AA
N029AA,AIRBUS,A319-115,A319,2015.0,2015.0,CFM INTL,CFM56-5B,AA
N009AA,AIRBUS,A319-115,A319,2013.0,2015.0,CFM INTL,CFM56-5B,AA
N022AA,AIRBUS,A319-115,A319,2014.0,2014.0,CFM INTL,CFM56-5B,AA
N031AA,AIRBUS,A319-115,A319,2015.0,2015.0,CFM INTL,CFM56-5B,AA
N003AA,AIRBUS,A319-115,A319,2013.0,2013.0,CFM INTL,CFM56-5B,AA
N008AA,AIRBUS,A319-115,A319,2013.0,2013.0,CFM INTL,CFM56-5B,AA
N004AA,AIRBUS,A319-115,A319,2013.0,2014.0,CFM INTL,CFM56-5B,AA
N002AA,AIRBUS,A319-115,A319,2013.0,2015.0,CFM INTL,CFM56-5B,AA
N027AA,AIRBUS,A319-115,A319,2015.0,2015.0,CFM INTL,CFM56-5B,AA
N017AA,AIRBUS,A319-115,A319,2014.0,2014.0,CFM INTL,CFM56-5B,AA
N020AA,AIRBUS,A319-115,A319,2014.0,2014.0,CFM INTL,CFM56-5B,AA
N3EYAA,BOEING,737-823,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,AA
N3BLAA,BOEING,737-823,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,AA
N005AA,AIRBUS,A319-115,A319,2013.0,2014.0,CFM INTL,CFM56-5B,AA
N030AA,AIRBUS,A319-115,A319,2015.0,2015.0,CFM INTL,CFM56-5B,AA
N007AA,AIRBUS,A319-115,A319,2013.0,2015.0,CFM INTL,CFM56-5B,AA
N016AA,AIRBUS,A319-115,A319,2014.0,2014.0,CFM INTL,CFM56-5B,AA
N012AA,AIRBUS,A319-115,A319,2013.0,2014.0,CFM INTL,CFM56-5B,AA
N026AA,AIRBUS,A319-115,A319,2015.0,2015.0,CFM INTL,CFM56-5B,AA
N023AA,AIRBUS,A319-115,A319,2014.0,2014.0,CFM INTL,CFM56-5B,AA
N567AA,AIRBUS,A321-231,A321,2013.0,2015.0,IAE,V2533-A5,AA
N528AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1990.0,1990.0,P & W,JT8D-217,AA
N4WMAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1992.0,2016.0,P & W,JT8D-219,AA
N032AA,AIRBUS,A319-115,A319,2015.0,2015.0,CFM INTL,CFM56-5B,AA
N475AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1988.0,2017.0,P & W,JT8D-217,AA
N483AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1988.0,2018.0,P & W,JT8D-217,AA
N3AKAA,BOEING,737-823,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,AA
N494AA,MCDONNELL DOUGLAS,DC-9-82(MD-82),MD-82,1989.0,1989.0,P & W,JT8D-217,AA
N3GNAA,BOEING,737-823,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,AA
N7LKAA,BOEING,777-323ER,777-300ER,2013.0,2013.0,GE,GE90-115B,AA
N7LHAA,BOEING,777-323ER,777-300ER,2013.0,2013.0,GE,GE90-115B,AA
N7LTAA,BOEING,777-323ER,777-300ER,2015.0,2015.0,GE,GE90-115B,AA
N006AA,AIRBUS,A319-115,A319,2013.0,2015.0,CFM INTL,CFM56-5B,AA
N4WLAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1992.0,2018.0,P & W,JT8D-219,AA
N581AA,AIRBUS,A321-231,A321,2014.0,2015.0,IAE,V2533-A5,AA
N4XKAA,MCDONNELL DOUGLAS,DC-9-83(MD-83),MD-83,1998.0,1998.0,P & W,JT8D-219,AA
N366AA,BOEING,767-323ER,767-300ER,1991.0,2017.0,GE,CF6-80C2,AA
N7AHAA,BOEING,777-223ER,777-200ER,1999.0,1999.0,ROLLS-ROYC,TRENT 892,AA
N7BAAA,BOEING,777-223ER,777-200ER,2000.0,2000.0,ROLLS-ROYC,TRENT 892,AA
N7CBAA,BOEING,777-223ER,777-200ER,2006.0,2006.0,ROLLS-ROYC,TRENT 892,AA
N7BPAA,BOEING,777-223ER,777-200ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,AA
N5DHAA,BOEING,757-223,757-200,1993.0,2017.0,ROLLS-ROYC,RB211-535E4B,AA
N394AA,BOEING,767-323ER,767-300ER,1998.0,1998.0,GE,CF6-80C2,AA
N001AA,AIRBUS,A319-115,A319,2013.0,2014.0,CFM INTL,CFM56-5B,AA
N7BVAA,BOEING,777-223ER,777-200ER,2002.0,2011.0,ROLLS-ROYC,TRENT 892,AA
N7BLAA,BOEING,777-223ER,777-200ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,AA
N7BWAA,BOEING,777-223ER,777-200ER,2002.0,2011.0,ROLLS-ROYC,TRENT 892,AA
N7ADAA,BOEING,777-223ER,777-200ER,1999.0,1999.0,ROLLS-ROYC,TRENT 892,AA
N7BKAA,BOEING,777-223ER,777-200ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,AA
N7BFAA,BOEING,777-223ER,777-200ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,AA
N7AWAA,BOEING,777-223ER,777-200ER,2000.0,2000.0,ROLLS-ROYC,TRENT 892,AA
N7AMAA,BOEING,777-223ER,777-200ER,2000.0,2000.0,ROLLS-ROYC,TRENT 892,AA
N7BHAA,BOEING,777-223ER,777-200ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,AA
N7AGAA,BOEING,777-223ER,777-200ER,1999.0,1999.0,ROLLS-ROYC,TRENT 892,AA
N887AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N7LDAA,BOEING,777-323ER,777-300ER,2013.0,2013.0,GE,GE90-115B,AA
N7LUAA,BOEING,777-323ER,777-300ER,2015.0,2015.0,GE,GE90-115B,AA
N7LMAA,BOEING,777-323ER,777-300ER,2014.0,2014.0,GE,GE90-115B,AA
N7LNAA,BOEING,777-323ER,777-300ER,2014.0,2014.0,GE,GE90-115B,AA
N7LBAA,BOEING,777-323ER,777-300ER,2012.0,2014.0,GE,GE90-115B,AA
N7LCAA,BOEING,777-323ER,777-300ER,2013.0,2014.0,GE,GE90-115B,AA
N7LFAA,BOEING,777-323ER,777-300ER,2013.0,2013.0,GE,GE90-115B,AA
N7LPAA,BOEING,777-323ER,777-300ER,2014.0,2014.0,GE,GE90-115B,AA
N7LGAA,BOEING,777-323ER,777-300ER,2013.0,2013.0,GE,GE90-115B,AA
N7LEAA,BOEING,777-323ER,777-300ER,2013.0,2013.0,GE,GE90-115B,AA
N5ENAA,BOEING,757-223,757-200,1999.0,1999.0,ROLLS-ROYC,RB211-535E4B,AA
N7AEAA,BOEING,777-223ER,777-200ER,1999.0,1999.0,ROLLS-ROYC,TRENT 892,AA
N7AKAA,BOEING,777-223ER,777-200ER,1999.0,1999.0,ROLLS-ROYC,TRENT 892,AA
N7BSAA,BOEING,777-223ER,777-200ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,AA
N7BDAA,BOEING,777-223ER,777-200ER,2000.0,2000.0,ROLLS-ROYC,TRENT 892,AA
N3AWAA,BOEING,737-823,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,AA
N5CKAA,BOEING,757-223,757-200,1992.0,2018.0,ROLLS-ROYC,RB211-535E4B,AA
N7LJAA,BOEING,777-323ER,777-300ER,2013.0,2013.0,GE,GE90-115B,AA
N7ATAA,BOEING,777-223ER,777-200ER,2000.0,2000.0,ROLLS-ROYC,TRENT 892,AA
N8ABAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8AAAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8AMAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8ALAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8AEAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8AJAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8AHAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8AFAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8ADAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8ACAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8AKAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8AGAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N8ANAA,BOEING,787-8,787-8,2015.0,2015.0,GE,GENX-1B70,AA
N7BRAA,BOEING,777-223ER,777-200ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,AA
N7CCAA,BOEING,777-223ER,777-200ER,2006.0,2006.0,ROLLS-ROYC,TRENT 892,AA
N380AA,BOEING,767-323ER,767-300ER,1993.0,2018.0,GE,CF6-80C2,AA
N3NEAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N7LRAA,BOEING,777-323ER,777-300ER,2014.0,2014.0,GE,GE90-115B,AA
N7BJAA,BOEING,777-223ER,777-200ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,AA
N7BUAA,BOEING,777-223ER,777-200ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,AA
N7LAAA,BOEING,777-323ER,777-300ER,2012.0,2014.0,GE,GE90-115B,AA
N3NFAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N7BTAA,BOEING,777-223ER,777-200ER,2001.0,2001.0,ROLLS-ROYC,TRENT 892,AA
N3BSAA,BOEING,737-823,737-800,2000.0,2008.0,CFM INTL,CFM56-7B,AA
N8APAA,BOEING,787-8,787-8,2016.0,2016.0,GE,GENX-1B70,AA
N3NVAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N892AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N894AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N890AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N897AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N896AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N989AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N893AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N891AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N987AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N991AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N993AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N889AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N990AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N895AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N898AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N3NUAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N3NPAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N3NHAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N3NSAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N3NWAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N3NTAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N3NNAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N3NGAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N899AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N992AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N986AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N3NJAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N994AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N3NXAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N988AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N888AA,AIRBUS,A321-231,A321,2016.0,2016.0,IAE,V2533-A5,AA
N3NRAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N119AA,AIRBUS,A320-214,A320,2000.0,2000.0,CFM INTL,CFM56-5B,AA
N3NKAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N8ATAA,BOEING,787-8,787-8,2016.0,2016.0,GE,GENX-1B70,AA
N3NMAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N7LVAA,BOEING,777-323ER,777-300ER,2016.0,2016.0,GE,GE90-115B,AA
N7LWAA,BOEING,777-323ER,777-300ER,2016.0,2016.0,GE,GE90-115B,AA
N3NLAA,BOEING,737-823,737-800,2016.0,2016.0,CFM INTL,CFM56-7B,AA
N7APAA,BOEING,777-223ER,777-200ER,2000.0,2000.0,ROLLS-ROYC,TRENT 892,AA
N8ARAA,BOEING,787-8,787-8,2016.0,2016.0,GE,GENX-1B70,AA
N8ASAA,BOEING,787-8,787-8,2016.0,2016.0,GE,GENX-1B70,AA
N813AA,AIRBUS,A319-132,A319,2000.0,2013.0,IAE,V2524-A5,AA
N601AA,AIRBUS,A320-232,A320,2003.0,2003.0,IAE,V2527-A5,AA
N662AA,AIRBUS,A320-232,A320,2000.0,2004.0,IAE,V2527-A5,AA
N647AA,AIRBUS,A320-232,A320,1997.0,2007.0,IAE,V2527-A5,AA
N649AA,AIRBUS,A320-232,A320,1998.0,1998.0,IAE,V2527-A5,AA
N653AA,AIRBUS,A320-232,A320,1999.0,2004.0,IAE,V2527-A5,AA
N652AA,AIRBUS,A320-232,A320,1999.0,2004.0,IAE,V2527-A5,AA
N664AA,AIRBUS,A320-232,A320,2001.0,2004.0,IAE,V2527-A5,AA
N660AA,AIRBUS,A320-232,A320,2000.0,2004.0,IAE,V2527-A5,AA
N667AA,AIRBUS,A320-232,A320,2002.0,2004.0,IAE,V2527-A5,AA
N661AA,AIRBUS,A320-232,A320,2000.0,2004.0,IAE,V2527-A5,AA
N659AA,AIRBUS,A320-232,A320,2000.0,2004.0,IAE,V2527-A5,AA
N657AA,AIRBUS,A320-232,A320,1999.0,2004.0,IAE,V2527-A5,AA
N665AA,AIRBUS,A320-232,A320,2001.0,2004.0,IAE,V2527-A5,AA
N680AA,AIRBUS,A320-232,A320,2005.0,2005.0,IAE,V2527-A5,AA
N668AA,AIRBUS,A320-232,A320,2002.0,2004.0,IAE,V2527-A5,AA
N819AA,AIRBUS,A319-132,A319,2000.0,2004.0,IAE,V2524-A5,AA
N655AA,AIRBUS,A320-232,A320,1999.0,2004.0,IAE,V2527-A5,AA
N656AA,AIRBUS,A320-232,A320,1999.0,2004.0,IAE,V2527-A5,AA
N650AA,AIRBUS,A320-232,A320,1998.0,2004.0,IAE,V2527-A5,AA
N654AA,AIRBUS,A320-232,A320,1999.0,2004.0,IAE,V2527-A5,AA
N679AA,AIRBUS,A320-232,A320,2005.0,2005.0,IAE,V2527-A5,AA
N669AA,AIRBUS,A320-232,A320,2002.0,2004.0,IAE,V2527-A5,AA
N672AA,BOEING,757-223,757-200,1992.0,2018.0,ROLLS-ROYC,RB211-535E4B,AA
N122AA,AIRBUS,A320-214,A320,2000.0,2000.0,CFM INTL,CFM56-5B,AA
N839AA,AIRBUS,A319-132,A319,2006.0,2017.0,IAE,V2524-A5,AA
N838AA,AIRBUS,A319-132,A319,2005.0,2005.0,IAE,V2524-A5,AA
N748AA,AIRBUS,A319-112,A319,2000.0,2000.0,CFM INTL,CFM56-5B,AA
N587AA,AIRBUS,A321-231,A321,2014.0,2015.0,IAE,V2533-A5,AA
N763AA,AIRBUS,A319-112,A319,2000.0,2007.0,CFM INTL,CFM56-5B,AA
N752AA,AIRBUS,A319-112,A319,2000.0,2000.0,CFM INTL,CFM56-5B,AA
N917AA,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,AA
N150AA,AIRBUS,A321-211,A321,2013.0,2015.0,CFM INTL,CFM56-5B,AA
N975AA,AIRBUS,A321-231,A321,2011.0,2015.0,IAE,V2533-A5,AA
N108AA,AIRBUS,A320-214,A320,1999.0,2015.0,CFM INTL,CFM56-5B,AA
N112AA,AIRBUS,A320-214,A320,1999.0,2009.0,CFM INTL,CFM56-5B,AA
N110AA,AIRBUS,A320-214,A320,1999.0,2015.0,CFM INTL,CFM56-5B,AA
N507AA,AIRBUS,A321-231,A321,2008.0,2015.0,IAE,V2533-A5,AA
N978AA,AIRBUS,A321-231,A321,2012.0,2015.0,IAE,V2533-A5,AA
N836AA,AIRBUS,A319-132,A319,2005.0,2009.0,IAE,V2524-A5,AA
N915AA,AIRBUS,A321-231,A321,2014.0,2015.0,IAE,V2533-A5,AA
N535AA,AIRBUS,A321-231,A321,2009.0,2015.0,IAE,V2533-A5,AA
N185AA,AIRBUS,A321-211,A321,2002.0,2015.0,CFM INTL,CFM56-5B,AA
N554AA,AIRBUS,A321-231,A321,2011.0,2011.0,IAE,V2533-A5,AA
N196AA,AIRBUS,A321-211,A321,2009.0,2015.0,CFM INTL,CFM56-5B,AA
N542AA,AIRBUS,A321-231,A321,2009.0,2015.0,IAE,V2533-A5,AA
N563AA,AIRBUS,A321-231,A321,2012.0,2015.0,IAE,V2533-A5,AA
N982AA,AIRBUS,A321-231,A321,2012.0,2015.0,IAE,V2533-A5,AA
N559AA,AIRBUS,A321-231,A321,2012.0,2015.0,IAE,V2533-A5,AA
N972AA,AIRBUS,A321-231,A321,2009.0,2015.0,IAE,V2533-A5,AA
N551AA,AIRBUS,A321-231,A321,2011.0,2011.0,IAE,V2533-A5,AA
N980AA,AIRBUS,A321-231,A321,2013.0,2015.0,IAE,V2533-A5,AA
N924AA,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,AA
N199AA,AIRBUS,A321-211,A321,2013.0,2015.0,CFM INTL,CFM56-5B,AA
N198AA,AIRBUS,A321-211,A321,2013.0,2015.0,CFM INTL,CFM56-5B,AA
N188AA,AIRBUS,A321-211,A321,2002.0,2015.0,CFM INTL,CFM56-5B,AA
N534AA,AIRBUS,A321-231,A321,2009.0,2015.0,IAE,V2533-A5,AA
N977AA,AIRBUS,A321-231,A321,2012.0,2015.0,IAE,V2533-A5,AA
N536AA,AIRBUS,A321-231,A321,2009.0,2015.0,IAE,V2533-A5,AA
N974AA,AIRBUS,A321-231,A321,2011.0,2015.0,IAE,V2533-A5,AA
N913AA,AIRBUS,A321-231,A321,2014.0,2015.0,IAE,V2533-A5,AA
N157AA,AIRBUS,A321-211,A321,2013.0,2015.0,CFM INTL,CFM56-5B,AA
N169AA,AIRBUS,A321-211,A321,2001.0,2001.0,CFM INTL,CFM56-5B,AA
N165AA,AIRBUS,A321-211,A321,2001.0,2015.0,CFM INTL,CFM56-5B,AA
N552AA,AIRBUS,A321-231,A321,2011.0,2011.0,IAE,V2533-A5,AA
N195AA,AIRBUS,A321-211,A321,2008.0,2015.0,CFM INTL,CFM56-5B,AA
N922AA,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,AA
N173AA,AIRBUS,A321-211,A321,2001.0,2001.0,CFM INTL,CFM56-5B,AA
N572AA,AIRBUS,A321-231,A321,2013.0,2015.0,IAE,V2533-A5,AA
N979AA,AIRBUS,A321-231,A321,2013.0,2015.0,IAE,V2533-A5,AA
N583AA,AIRBUS,A321-231,A321,2014.0,2015.0,IAE,V2533-A5,AA
N923AA,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,AA
N926AA,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,AA
N575AA,AIRBUS,A321-231,A321,2014.0,2015.0,IAE,V2533-A5,AA
N509AA,AIRBUS,A321-231,A321,2009.0,2015.0,IAE,V2533-A5,AA
N976AA,AIRBUS,A321-231,A321,2012.0,2012.0,IAE,V2533-A5,AA
N568AA,AIRBUS,A321-231,A321,2013.0,2015.0,IAE,V2533-A5,AA
N179AA,AIRBUS,A321-211,A321,2001.0,2016.0,CFM INTL,CFM56-5B,AA
N553AA,AIRBUS,A321-231,A321,2011.0,2011.0,IAE,V2533-A5,AA
N190AA,AIRBUS,A321-211,A321,2001.0,2015.0,CFM INTL,CFM56-5B,AA
N192AA,AIRBUS,A321-211,A321,2001.0,2001.0,CFM INTL,CFM56-5B,AA
N970AA,AIRBUS,A321-231,A321,2009.0,2015.0,IAE,V2533-A5,AA
N538AA,AIRBUS,A321-231,A321,2009.0,2015.0,IAE,V2533-A5,AA
N172AA,AIRBUS,A321-211,A321,2001.0,2001.0,CFM INTL,CFM56-5B,AA
N973AA,AIRBUS,A321-231,A321,2011.0,2015.0,IAE,V2533-A5,AA
N182AA,AIRBUS,A321-211,A321,2001.0,2016.0,CFM INTL,CFM56-5B,AA
N730AA,AIRBUS,A319-112,A319,2000.0,2015.0,CFM INTL,CFM56-5B,AA
N747AA,AIRBUS,A319-112,A319,2000.0,2000.0,CFM INTL,CFM56-5B,AA
N711AA,AIRBUS,A319-112,A319,1999.0,1999.0,CFM INTL,CFM56-5B,AA
N750AA,AIRBUS,A319-112,A319,2000.0,2000.0,CFM INTL,CFM56-5B,AA
N724AA,AIRBUS,A319-112,A319,1999.0,1999.0,CFM INTL,CFM56-5B,AA
N708AA,AIRBUS,A319-112,A319,1999.0,1999.0,CFM INTL,CFM56-5B,AA
N723AA,AIRBUS,A319-112,A319,1999.0,1999.0,CFM INTL,CFM56-5B,AA
N757AA,AIRBUS,A319-112,A319,2000.0,2000.0,CFM INTL,CFM56-5B,AA
N701AA,AIRBUS,A319-112,A319,1998.0,1998.0,CFM INTL,CFM56-5B,AA
N197AA,AIRBUS,A321-211,A321,2009.0,2015.0,CFM INTL,CFM56-5B,AA
N183AA,AIRBUS,A321-211,A321,2001.0,2016.0,CFM INTL,CFM56-5B,AA
N191AA,AIRBUS,A321-211,A321,2001.0,2001.0,CFM INTL,CFM56-5B,AA
N176AA,AIRBUS,A321-211,A321,2001.0,2015.0,CFM INTL,CFM56-5B,AA
