tail_num,mfr_name,model,model_2,year,cert_year,eng_mfr_name,eng_model,carrier,number_of_seats
N906DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL,149.0
N953DL,MCDONNELL DOUGLAS,MD-88,MD-88,1990.0,2015.0,P & W,JT8D-219,DL,149.0
N968AT,BOEING,717-200,717-200,2001.0,2002.0,ROLLS-ROYC,BR700-715,DL,110.0
N959DN,BOEING,MD-90-30,MD-90-30,1998.0,2011.0,IAE,V2528-D5,DL,158.0
N805DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL,180.0
N966AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N587NW,BOEING,757-351,757-300,2002.0,2009.0,P & W,PW2040,DL,234.0
N633DL,BOEING,757-232,757-200,1987.0,2018.0,P & W,PW2037,DL,180.0
N943DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL,149.0
N125DL,BOEING,767-332ER,767-300ER,1988.0,2014.0,GE,CF6-80C2,DL,211.0
N956AT,BOEING,717-200,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N922AT,BOEING,717-200,717-200,2005.0,2005.0,ROLLS-ROYC,BR700-715,DL,110.0
N367NW,AIRBUS,A320-212,A320,1999.0,1999.0,CFM INTL,CFM56-5A,DL,150.0
N331NW,AIRBUS,A320-211,A320,1992.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N961DL,MCDONNELL DOUGLAS,MD-88,MD-88,1990.0,2016.0,P & W,JT8D-219,DL,149.0
N325NB,AIRBUS,A319-114,A319,2001.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N978AT,BOEING,717-200,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,DL,110.0
N918DH,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2010.0,IAE,V2528-D5,DL,158.0
N3767,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N921AT,BOEING,717-200,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N911DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1993.0,P & W,JT8D-219,DL,149.0
N943DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2012.0,IAE,V2528-D5,DL,158.0
N372NW,AIRBUS,A320-212,A320,2001.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N583NW,BOEING,757-351,757-300,2002.0,2009.0,P & W,PW2040,DL,234.0
N946DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,2012.0,IAE,V2528-D5,DL,158.0
N979DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,2010.0,P & W,JT8D-219,DL,149.0
N930DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2015.0,IAE,V2528-D5,DL,158.0
N831DN,BOEING,737-932ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,DL,180.0
N957DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2011.0,IAE,V2528-D5,DL,158.0
N370NW,AIRBUS,A320-212,A320,1999.0,1999.0,CFM INTL,CFM56-5A,DL,150.0
N727TW,BOEING,757-231,757-200,1999.0,2015.0,P & W,PW2037,DL,168.0
N960AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N912DL,MCDONNELL DOUGLAS,MD-88,MD-88,1987.0,2018.0,P & W,JT8D-219,DL,149.0
N372DA,BOEING,737-832,737-800,1998.0,1998.0,CFM INTL,CFM56-7B,DL,160.0
N607AT,BOEING,717-200,717-200,2000.0,2009.0,ROLLS-ROYC,BR700-715,DL,110.0
N919DE,MCDONNELL DOUGLAS,MD-88,MD-88,1993.0,1993.0,P & W,JT8D-219,DL,149.0
N940AT,BOEING,717-200,717-200,1999.0,2014.0,ROLLS-ROYC,BR700-715,DL,110.0
N663DN,BOEING,757-232,757-200,1991.0,2016.0,P & W,PW2037,DL,180.0
N359NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N980AT,BOEING,717-200,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,DL,110.0
N835DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL,180.0
N986AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N324NB,AIRBUS,A319-114,A319,2001.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N717JL,BOEING,717-200,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,DL,110.0
N914DE,MCDONNELL DOUGLAS,MD-88,MD-88,1993.0,1993.0,P & W,JT8D-219,DL,149.0
N849DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL,180.0
N803DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL,180.0
N6706Q,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL,199.0
N916DL,MCDONNELL DOUGLAS,MD-88,MD-88,1988.0,2015.0,P & W,JT8D-219,DL,149.0
N3772H,BOEING,737-832,737-800,2010.0,2010.0,CFM INTL,CFM56-7B,DL,160.0
N317NB,AIRBUS,A319-114,A319,2000.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N3744F,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N901DA,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,1995.0,IAE,V2528-D5,DL,158.0
N368NW,AIRBUS,A320-212,A320,1999.0,1999.0,CFM INTL,CFM56-5A,DL,150.0
N965DN,BOEING,MD-90-30,MD-90-30,2000.0,2010.0,IAE,V2528-D5,DL,158.0
N950AT,BOEING,717-200,717-200,2000.0,2014.0,ROLLS-ROYC,BR700-715,DL,110.0
N3763D,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N581NW,BOEING,757-351,757-300,2002.0,2009.0,P & W,PW2040,DL,234.0
N3745B,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N925DL,MCDONNELL DOUGLAS,MD-88,MD-88,1988.0,2017.0,P & W,JT8D-219,DL,149.0
N933DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2016.0,IAE,V2528-D5,DL,158.0
N699DL,BOEING,757-232,757-200,1999.0,1999.0,P & W,PW2037,DL,199.0
N336NW,AIRBUS,A320-212,A320,1992.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N895AT,BOEING,717-200,717-200,2004.0,2005.0,ROLLS-ROYC,BR700-715,DL,110.0
N312US,AIRBUS,A320-211,A320,1990.0,2013.0,CFM INTL,CFM56-5A,DL,150.0
N327NB,AIRBUS,A319-114,A319,2001.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N934DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2016.0,IAE,V2528-D5,DL,158.0
N356NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N334NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N905DL,MCDONNELL DOUGLAS,MD-88,MD-88,1987.0,2018.0,P & W,JT8D-219,DL,149.0
N963DL,MCDONNELL DOUGLAS,MD-88,MD-88,1990.0,2018.0,P & W,JT8D-219,DL,149.0
N891AT,BOEING,717-200,717-200,2004.0,2004.0,ROLLS-ROYC,BR700-715,DL,110.0
N377NW,AIRBUS,A320-211,A320,2003.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N3759,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N939DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2012.0,IAE,V2528-D5,DL,158.0
N140LL,BOEING,767-332,767-300,1993.0,2011.0,P & W,PW4060,DL,261.0
N952AT,BOEING,717-200,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,DL,110.0
N371NW,AIRBUS,A320-212,A320,2001.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N937DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL,149.0
N808DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL,180.0
N939DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL,149.0
N936DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL,149.0
N920DE,MCDONNELL DOUGLAS,MD-88,MD-88,1993.0,1994.0,P & W,JT8D-219,DL,149.0
N945DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL,149.0
N936AT,BOEING,717-200,717-200,1999.0,2000.0,ROLLS-ROYC,BR700-715,DL,110.0
N661DN,BOEING,757-232,757-200,1990.0,2016.0,P & W,PW2037,DL,180.0
N376DA,BOEING,737-832,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,DL,160.0
N310NW,AIRBUS,A320-211,A320,1990.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N964AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N329NB,AIRBUS,A319-114,A319,2001.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N806DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL,180.0
N991DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1992.0,P & W,JT8D-219,DL,149.0
N997DL,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL,149.0
N374NW,AIRBUS,A320-212,A320,2001.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N664DN,BOEING,757-232,757-200,1991.0,2016.0,P & W,PW2037,DL,180.0
N301NB,AIRBUS,A319-114,A319,1999.0,1999.0,CFM INTL,CFM56-5A,DL,132.0
N3737C,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL,160.0
N353NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N365NW,AIRBUS,A320-212,A320,1999.0,1999.0,CFM INTL,CFM56-5A,DL,150.0
N952DN,BOEING,MD-90-30,MD-90-30,1998.0,2012.0,IAE,V2528-D5,DL,158.0
N974AT,BOEING,717-200,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,DL,110.0
N975AT,BOEING,717-200,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,DL,110.0
N923AT,BOEING,717-200,717-200,2005.0,2005.0,ROLLS-ROYC,BR700-715,DL,110.0
N354NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N987AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N685DA,BOEING,757-232,757-200,1995.0,1995.0,P & W,PW2037,DL,199.0
N977AT,BOEING,717-200,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,DL,110.0
N750AT,BOEING,757-212,757-200,1984.0,1996.0,P & W,PW2037,DL,175.0
N969DL,MCDONNELL DOUGLAS,MD-88,MD-88,1990.0,2014.0,P & W,JT8D-219,DL,149.0
N814DN,BOEING,737-932ER,737-900ER,2014.0,2014.0,CFM INTL,CFM56-7B,DL,180.0
N351NW,AIRBUS,A320-212,A320,1997.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N342NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N899AT,BOEING,717-200,717-200,2005.0,2005.0,ROLLS-ROYC,BR700-715,DL,110.0
N371DA,BOEING,737-832,737-800,1998.0,1998.0,CFM INTL,CFM56-7B,DL,160.0
N932DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1989.0,P & W,JT8D-219,DL,149.0
N321US,AIRBUS,A320-211,A320,1991.0,2015.0,CFM INTL,CFM56-5A,DL,150.0
N948DL,MCDONNELL DOUGLAS,MD-88,MD-88,1989.0,1990.0,P & W,JT8D-219,DL,149.0
N915AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N903DA,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,1995.0,IAE,V2528-D5,DL,158.0
N335NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N918DE,MCDONNELL DOUGLAS,MD-88,MD-88,1993.0,1993.0,P & W,JT8D-219,DL,149.0
N313US,AIRBUS,A320-211,A320,1990.0,2013.0,CFM INTL,CFM56-5A,DL,150.0
N323NB,AIRBUS,A319-114,A319,2001.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N336NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N978DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,2011.0,P & W,JT8D-219,DL,149.0
N3740C,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL,160.0
N360NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N963AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N338NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N361NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N810DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL,180.0
N990AT,BOEING,717-200,717-200,2001.0,2002.0,ROLLS-ROYC,BR700-715,DL,110.0
N144DA,BOEING,767-332ER,767-300ER,1999.0,1999.0,P & W,PW4060,DL,211.0
N617DL,BOEING,757-232,757-200,1986.0,2017.0,P & W,PW2037,DL,180.0
N838DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL,180.0
N938DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,2012.0,IAE,V2528-D5,DL,158.0
N3743H,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N834DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL,180.0
N949AT,BOEING,717-200,717-200,1999.0,2014.0,ROLLS-ROYC,BR700-715,DL,110.0
N314US,AIRBUS,A320-211,A320,1991.0,2013.0,CFM INTL,CFM56-5A,DL,150.0
N592NW,BOEING,757-351,757-300,2003.0,2009.0,P & W,PW2040,DL,234.0
N998AT,BOEING,717-200,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,DL,110.0
N954AT,BOEING,717-200,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N689DL,BOEING,757-232,757-200,1998.0,1998.0,P & W,PW2037,DL,199.0
N996AT,BOEING,717-200,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,DL,110.0
N900DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL,149.0
N698DL,BOEING,757-232,757-200,1999.0,1999.0,P & W,PW2037,DL,199.0
N181DN,BOEING,767-332ER,767-300ER,1992.0,2017.0,P & W,PW4060,DL,226.0
N3750D,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N128DL,BOEING,767-332ER,767-300ER,1988.0,2010.0,GE,CF6-80C2,DL,211.0
N938AT,BOEING,717-200,717-200,2006.0,2006.0,ROLLS-ROYC,BR700-715,DL,110.0
N955DL,MCDONNELL DOUGLAS,MD-88,MD-88,1990.0,2016.0,P & W,JT8D-219,DL,149.0
N343NW,AIRBUS,A320-212,A320,1992.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N3738B,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL,160.0
N591NW,BOEING,757-351,757-300,2003.0,2009.0,P & W,PW2040,DL,234.0
N540US,BOEING,757-251,757-200,1996.0,2015.0,P & W,PW2037,DL,199.0
N3753,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N908DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL,149.0
N915DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,1997.0,IAE,V2528-D5,DL,158.0
N893AT,BOEING,717-200,717-200,2004.0,2005.0,ROLLS-ROYC,BR700-715,DL,110.0
N194DN,BOEING,767-332ER,767-300ER,1997.0,1997.0,P & W,PW4060,DL,226.0
N949DL,MCDONNELL DOUGLAS,MD-88,MD-88,1990.0,1990.0,P & W,JT8D-219,DL,149.0
N941DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2012.0,IAE,V2528-D5,DL,158.0
N684DA,BOEING,757-232,757-200,1993.0,2016.0,P & W,PW2037,DL,180.0
N1608,BOEING,767-332ER,767-300ER,2000.0,2000.0,GE,CF6-80C2,DL,211.0
N992DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1992.0,P & W,JT8D-219,DL,149.0
N917DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2009.0,IAE,V2528-D5,DL,158.0
N809DN,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL,180.0
N847DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL,180.0
N365NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N955AT,BOEING,717-200,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N662DN,BOEING,757-232,757-200,1991.0,2017.0,P & W,PW2037,DL,180.0
N958AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N6711M,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL,199.0
N922DL,MCDONNELL DOUGLAS,MD-88,MD-88,1988.0,2018.0,P & W,JT8D-219,DL,149.0
N986DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1991.0,P & W,JT8D-219,DL,149.0
N902DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL,149.0
N358NW,AIRBUS,A320-212,A320,1998.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N676DL,BOEING,757-232,757-200,1992.0,1992.0,P & W,PW2037,DL,180.0
N346NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N908DA,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,1995.0,IAE,V2528-D5,DL,158.0
N932DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2016.0,IAE,V2528-D5,DL,158.0
N936DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2016.0,IAE,V2528-D5,DL,158.0
N368NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N397DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL,160.0
N378DA,BOEING,737-832,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,DL,160.0
N704X,BOEING,757-2Q8,757-200,1997.0,2013.0,P & W,PW2037,DL,168.0
N900PC,BOEING,757-26D,757-200,1997.0,1997.0,P & W,PW2037,DL,169.0
N931DL,MCDONNELL DOUGLAS,MD-88,MD-88,1988.0,1989.0,P & W,JT8D-219,DL,149.0
N909DA,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1995.0,1996.0,IAE,V2528-D5,DL,158.0
N544US,BOEING,757-251,757-200,1996.0,2009.0,P & W,PW2037,DL,199.0
N376NW,AIRBUS,A320-212,A320,2002.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N3730B,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL,160.0
N912DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1993.0,P & W,JT8D-219,DL,149.0
N340NW,AIRBUS,A320-212,A320,1992.0,2009.0,CFM INTL,CFM56-5A,DL,150.0
N3748Y,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N988DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1991.0,P & W,JT8D-219,DL,149.0
N993DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,1992.0,P & W,JT8D-219,DL,149.0
N348NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N930AT,BOEING,717-200,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,DL,110.0
N951AT,BOEING,717-200,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,DL,110.0
N682DA,BOEING,757-232,757-200,1993.0,2017.0,P & W,PW2037,DL,180.0
N349NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N912DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,1996.0,IAE,V2528-D5,DL,158.0
N593NW,BOEING,757-351,757-300,2003.0,2009.0,P & W,PW2040,DL,234.0
N926AT,BOEING,717-200,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,DL,110.0
N176DZ,BOEING,767-332ER,767-300ER,1999.0,1999.0,GE,CF6-80C2,DL,211.0
N927AT,BOEING,717-200,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,DL,110.0
N957AT,BOEING,717-200,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N961AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N394DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL,160.0
N939AT,BOEING,717-200,717-200,2006.0,2006.0,ROLLS-ROYC,BR700-715,DL,110.0
N136DL,BOEING,767-332ER,767-300ER,1991.0,2010.0,GE,CF6-80C2,DL,211.0
N3771K,BOEING,737-832,737-800,2002.0,2002.0,CFM INTL,CFM56-7B,DL,160.0
N3766,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N916DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,1997.0,IAE,V2528-D5,DL,158.0
N6708D,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL,199.0
N914DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,1997.0,IAE,V2528-D5,DL,158.0
N6714Q,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL,199.0
N3762Y,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N839DN,BOEING,737-932ER,737-900ER,2015.0,2015.0,CFM INTL,CFM56-7B,DL,180.0
N998DL,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL,149.0
N969AT,BOEING,717-200,717-200,2001.0,2002.0,ROLLS-ROYC,BR700-715,DL,110.0
N624AG,BOEING,757-2Q8,757-200,1993.0,2016.0,P & W,PW2037,DL,168.0
N997AT,BOEING,717-200,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,DL,110.0
N130DL,BOEING,767-332ER,767-300ER,1988.0,2014.0,GE,CF6-80C2,DL,211.0
N751AT,BOEING,757-212,757-200,1984.0,1997.0,P & W,PW2037,DL,175.0
N965AT,BOEING,717-200,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,DL,110.0
N3756,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N801DZ,BOEING,737-932ER,737-900ER,2013.0,2013.0,CFM INTL,CFM56-7B,DL,180.0
N318US,AIRBUS,A320-211,A320,1991.0,2013.0,CFM INTL,CFM56-5A,DL,150.0
N369NB,AIRBUS,A319-114,A319,2003.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N337NB,AIRBUS,A319-114,A319,2002.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N901DE,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL,149.0
N671DN,BOEING,757-232,757-200,1992.0,1992.0,P & W,PW2037,DL,180.0
N710TW,BOEING,757-2Q8,757-200,1997.0,2013.0,P & W,PW2037,DL,168.0
N554NW,BOEING,757-251,757-200,2001.0,2009.0,P & W,PW2037,DL,199.0
N318NB,AIRBUS,A319-114,A319,2000.0,2009.0,CFM INTL,CFM56-5A,DL,132.0
N190DN,BOEING,767-332ER,767-300ER,1997.0,1997.0,P & W,PW4060,DL,226.0
N982DL,MCDONNELL DOUGLAS,MD-88,MD-88,1991.0,2015.0,P & W,JT8D-219,DL,149.0
N153DL,BOEING,767-3P6ER,767-300ER,1990.0,1997.0,GE,CF6-80C2,DL,226.0
N553NW,BOEING,757-251,757-200,2001.0,2009.0,P & W,PW2037,DL,199.0
N709TW,BOEING,757-2Q8,757-200,1997.0,2013.0,P & W,PW2037,DL,168.0
N821NW,AIRBUS,A330-323,A330-300,2007.0,2009.0,P & W,PW4168A,DL,293.0
N999DN,MCDONNELL DOUGLAS,MD-88,MD-88,1992.0,1992.0,P & W,JT8D-219,DL,149.0
N6713Y,BOEING,757-232,757-200,2000.0,2000.0,P & W,PW2037,DL,199.0
N948DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1996.0,2012.0,IAE,V2528-D5,DL,158.0
N665DN,BOEING,757-232,757-200,1991.0,2016.0,P & W,PW2037,DL,180.0
N374DA,BOEING,737-832,737-800,1998.0,1998.0,CFM INTL,CFM56-7B,DL,160.0
N832MH,BOEING,767-432ER,767-400ER,2000.0,2000.0,GE,CF6-80C2,DL,246.0
N152DL,BOEING,767-3P6ER,767-300ER,1990.0,1997.0,GE,CF6-80C2,DL,226.0
N711ZX,BOEING,757-231,757-200,1997.0,2001.0,P & W,PW2037,DL,168.0
N723TW,BOEING,757-231,757-200,2000.0,2013.0,P & W,PW2037,DL,168.0
N3732J,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL,160.0
N196DN,BOEING,767-332ER,767-300ER,1997.0,1997.0,P & W,PW4060,DL,226.0
N713TW,BOEING,757-2Q8,757-200,1997.0,2013.0,P & W,PW2037,DL,168.0
N717TW,BOEING,757-231,757-200,1999.0,1999.0,P & W,PW2037,DL,168.0
N381DN,BOEING,737-832,737-800,1999.0,1999.0,CFM INTL,CFM56-7B,DL,160.0
N396DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL,160.0
N3751B,BOEING,737-832,737-800,2001.0,2001.0,CFM INTL,CFM56-7B,DL,160.0
N398DA,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL,160.0
N721TW,BOEING,757-231,757-200,1999.0,2014.0,P & W,PW2037,DL,168.0
N816NW,AIRBUS,A330-323,A330-300,2007.0,2009.0,P & W,PW4168A,DL,293.0
N3731T,BOEING,737-832,737-800,2000.0,2000.0,CFM INTL,CFM56-7B,DL,160.0
N960DN,BOEING,MD-90-30,MD-90-30,1998.0,2011.0,IAE,V2528-D5,DL,158.0
N712TW,BOEING,757-2Q8,757-200,1997.0,2013.0,P & W,PW2037,DL,168.0
N944DN,MCDONNELL DOUGLAS,MD-90-30,MD-90-30,1997.0,2012.0,IAE,V2528-D5,DL,158.0
