tail_num,mfr_name,model,year,cert_year,eng_mfr_name,eng_model,aircraft_type,carrier
N841DN,BOEING,737-932ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N956DN,MCDONNELL DOUGLAS,MD-90-30,1997.0,2011.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N316NB,AIRBUS,A319-114,2000.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N121DE,BOEING,767-332ER,1987.0,2010.0,GE,CF6-80C2,Fixed Wing Multi-Engine,DL
N37700,BOEING,737-832,2002.0,2002.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N985AT,BOEING,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N811DZ,BOEING,737-932ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N332NB,AIRBUS,A319-114,2001.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N3764D,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N314NB,AIRBUS,A319-114,2000.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N907DA,MCDONNELL DOUGLAS,MD-90-30,1995.0,1995.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N627DL,BOEING,757-232,1987.0,2017.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N678DL,BOEING,757-232,1992.0,1992.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N962DL,MCDONNELL DOUGLAS,MD-88,1990.0,2014.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N929DL,MCDONNELL DOUGLAS,MD-88,1988.0,1988.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N829DN,BOEING,737-932ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N143DA,BOEING,767-332ER,1998.0,1998.0,P & W,PW4060,Fixed Wing Multi-Engine,DL
N832DN,BOEING,737-932ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N666DN,BOEING,757-232,1991.0,2016.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N363NW,AIRBUS,A320-212,1998.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N589NW,BOEING,757-351,2003.0,2009.0,P & W,PW2040,Fixed Wing Multi-Engine,DL
N946AT,BOEING,717-200,1999.0,2014.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N706TW,BOEING,757-2Q8,1997.0,2013.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N950DL,MCDONNELL DOUGLAS,MD-88,1990.0,1990.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N935AT,BOEING,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N938DL,MCDONNELL DOUGLAS,MD-88,1989.0,1989.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N928DL,MCDONNELL DOUGLAS,MD-88,1988.0,1988.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N325US,AIRBUS,A320-211,1991.0,2015.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N3746H,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N906DE,MCDONNELL DOUGLAS,MD-88,1992.0,1992.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N953DL,MCDONNELL DOUGLAS,MD-88,1990.0,2015.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N968AT,BOEING,717-200,2001.0,2002.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N959DN,BOEING,MD-90-30,1998.0,2011.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N805DN,BOEING,737-932ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N966AT,BOEING,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N587NW,BOEING,757-351,2002.0,2009.0,P & W,PW2040,Fixed Wing Multi-Engine,DL
N633DL,BOEING,757-232,1987.0,2018.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N943DL,MCDONNELL DOUGLAS,MD-88,1989.0,1989.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N125DL,BOEING,767-332ER,1988.0,2014.0,GE,CF6-80C2,Fixed Wing Multi-Engine,DL
N956AT,BOEING,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N922AT,BOEING,717-200,2005.0,2005.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N367NW,AIRBUS,A320-212,1999.0,1999.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N331NW,AIRBUS,A320-211,1992.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N961DL,MCDONNELL DOUGLAS,MD-88,1990.0,2016.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N325NB,AIRBUS,A319-114,2001.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N978AT,BOEING,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N918DH,MCDONNELL DOUGLAS,MD-90-30,1996.0,2010.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N3767,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N921AT,BOEING,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N911DE,MCDONNELL DOUGLAS,MD-88,1992.0,1993.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N943DN,MCDONNELL DOUGLAS,MD-90-30,1997.0,2012.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N372NW,AIRBUS,A320-212,2001.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N583NW,BOEING,757-351,2002.0,2009.0,P & W,PW2040,Fixed Wing Multi-Engine,DL
N946DN,MCDONNELL DOUGLAS,MD-90-30,1995.0,2012.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N979DL,MCDONNELL DOUGLAS,MD-88,1991.0,2010.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N930DN,MCDONNELL DOUGLAS,MD-90-30,1996.0,2015.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N831DN,BOEING,737-932ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N957DN,MCDONNELL DOUGLAS,MD-90-30,1997.0,2011.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N370NW,AIRBUS,A320-212,1999.0,1999.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N727TW,BOEING,757-231,1999.0,2015.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N960AT,BOEING,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N912DL,MCDONNELL DOUGLAS,MD-88,1987.0,2018.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N372DA,BOEING,737-832,1998.0,1998.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N607AT,BOEING,717-200,2000.0,2009.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N919DE,MCDONNELL DOUGLAS,MD-88,1993.0,1993.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N940AT,BOEING,717-200,1999.0,2014.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N663DN,BOEING,757-232,1991.0,2016.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N359NW,AIRBUS,A320-212,1998.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N980AT,BOEING,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N835DN,BOEING,737-932ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N986AT,BOEING,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N324NB,AIRBUS,A319-114,2001.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N717JL,BOEING,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N914DE,MCDONNELL DOUGLAS,MD-88,1993.0,1993.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N849DN,BOEING,737-932ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N803DN,BOEING,737-932ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N6706Q,BOEING,757-232,2000.0,2000.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N916DL,MCDONNELL DOUGLAS,MD-88,1988.0,2015.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N3772H,BOEING,737-832,2010.0,2010.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N317NB,AIRBUS,A319-114,2000.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N3744F,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N901DA,MCDONNELL DOUGLAS,MD-90-30,1995.0,1995.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N368NW,AIRBUS,A320-212,1999.0,1999.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N965DN,BOEING,MD-90-30,2000.0,2010.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N950AT,BOEING,717-200,2000.0,2014.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N3763D,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N581NW,BOEING,757-351,2002.0,2009.0,P & W,PW2040,Fixed Wing Multi-Engine,DL
N3745B,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N925DL,MCDONNELL DOUGLAS,MD-88,1988.0,2017.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N933DN,MCDONNELL DOUGLAS,MD-90-30,1997.0,2016.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N699DL,BOEING,757-232,1999.0,1999.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N336NW,AIRBUS,A320-212,1992.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N895AT,BOEING,717-200,2004.0,2005.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N312US,AIRBUS,A320-211,1990.0,2013.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N327NB,AIRBUS,A319-114,2001.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N934DN,MCDONNELL DOUGLAS,MD-90-30,1996.0,2016.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N356NW,AIRBUS,A320-212,1998.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N334NB,AIRBUS,A319-114,2002.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N905DL,MCDONNELL DOUGLAS,MD-88,1987.0,2018.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N963DL,MCDONNELL DOUGLAS,MD-88,1990.0,2018.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N891AT,BOEING,717-200,2004.0,2004.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N377NW,AIRBUS,A320-211,2003.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N3759,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N939DN,MCDONNELL DOUGLAS,MD-90-30,1996.0,2012.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N140LL,BOEING,767-332,1993.0,2011.0,P & W,PW4060,Fixed Wing Multi-Engine,DL
N952AT,BOEING,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N371NW,AIRBUS,A320-212,2001.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N937DL,MCDONNELL DOUGLAS,MD-88,1989.0,1989.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N808DN,BOEING,737-932ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N939DL,MCDONNELL DOUGLAS,MD-88,1989.0,1989.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N936DL,MCDONNELL DOUGLAS,MD-88,1989.0,1989.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N920DE,MCDONNELL DOUGLAS,MD-88,1993.0,1994.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N945DL,MCDONNELL DOUGLAS,MD-88,1989.0,1989.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N936AT,BOEING,717-200,1999.0,2000.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N661DN,BOEING,757-232,1990.0,2016.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N376DA,BOEING,737-832,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N310NW,AIRBUS,A320-211,1990.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N964AT,BOEING,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N329NB,AIRBUS,A319-114,2001.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N806DN,BOEING,737-932ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N991DL,MCDONNELL DOUGLAS,MD-88,1991.0,1992.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N997DL,MCDONNELL DOUGLAS,MD-88,1992.0,1992.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N374NW,AIRBUS,A320-212,2001.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N664DN,BOEING,757-232,1991.0,2016.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N301NB,AIRBUS,A319-114,1999.0,1999.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N3737C,BOEING,737-832,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N353NW,AIRBUS,A320-212,1998.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N365NW,AIRBUS,A320-212,1999.0,1999.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N952DN,BOEING,MD-90-30,1998.0,2012.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N974AT,BOEING,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N975AT,BOEING,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N923AT,BOEING,717-200,2005.0,2005.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N354NW,AIRBUS,A320-212,1998.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N987AT,BOEING,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N685DA,BOEING,757-232,1995.0,1995.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N977AT,BOEING,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N750AT,BOEING,757-212,1984.0,1996.0,,,Fixed Wing Multi-Engine,DL
N969DL,MCDONNELL DOUGLAS,MD-88,1990.0,2014.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N814DN,BOEING,737-932ER,2014.0,2014.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N351NW,AIRBUS,A320-212,1997.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N342NB,AIRBUS,A319-114,2002.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N899AT,BOEING,717-200,2005.0,2005.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N371DA,BOEING,737-832,1998.0,1998.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N932DL,MCDONNELL DOUGLAS,MD-88,1989.0,1989.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N321US,AIRBUS,A320-211,1991.0,2015.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N948DL,MCDONNELL DOUGLAS,MD-88,1989.0,1990.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N915AT,BOEING,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N903DA,MCDONNELL DOUGLAS,MD-90-30,1995.0,1995.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N335NB,AIRBUS,A319-114,2002.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N918DE,MCDONNELL DOUGLAS,MD-88,1993.0,1993.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N313US,AIRBUS,A320-211,1990.0,2013.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N323NB,AIRBUS,A319-114,2001.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N336NB,AIRBUS,A319-114,2002.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N978DL,MCDONNELL DOUGLAS,MD-88,1991.0,2011.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N3740C,BOEING,737-832,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N360NB,AIRBUS,A319-114,2003.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N963AT,BOEING,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N338NB,AIRBUS,A319-114,2002.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N361NB,AIRBUS,A319-114,2003.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N810DN,BOEING,737-932ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N990AT,BOEING,717-200,2001.0,2002.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N144DA,BOEING,767-332ER,1999.0,1999.0,P & W,PW4060,Fixed Wing Multi-Engine,DL
N617DL,BOEING,757-232,1986.0,2017.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N838DN,BOEING,737-932ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N938DN,MCDONNELL DOUGLAS,MD-90-30,1995.0,2012.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N3743H,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N834DN,BOEING,737-932ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N949AT,BOEING,717-200,1999.0,2014.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N314US,AIRBUS,A320-211,1991.0,2013.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N592NW,BOEING,757-351,2003.0,2009.0,P & W,PW2040,Fixed Wing Multi-Engine,DL
N998AT,BOEING,717-200,2002.0,2003.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N954AT,BOEING,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N689DL,BOEING,757-232,1998.0,1998.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N996AT,BOEING,717-200,2002.0,2002.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N900DE,MCDONNELL DOUGLAS,MD-88,1992.0,1992.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N698DL,BOEING,757-232,1999.0,1999.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N181DN,BOEING,767-332ER,1992.0,2017.0,P & W,PW4060,Fixed Wing Multi-Engine,DL
N3750D,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N128DL,BOEING,767-332ER,1988.0,2010.0,GE,CF6-80C2,Fixed Wing Multi-Engine,DL
N938AT,BOEING,717-200,2006.0,2006.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N955DL,MCDONNELL DOUGLAS,MD-88,1990.0,2016.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N343NW,AIRBUS,A320-212,1992.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N3738B,BOEING,737-832,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N591NW,BOEING,757-351,2003.0,2009.0,P & W,PW2040,Fixed Wing Multi-Engine,DL
N540US,BOEING,757-251,1996.0,2015.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N3753,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N908DE,MCDONNELL DOUGLAS,MD-88,1992.0,1992.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N915DN,MCDONNELL DOUGLAS,MD-90-30,1996.0,1997.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N893AT,BOEING,717-200,2004.0,2005.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N194DN,BOEING,767-332ER,1997.0,1997.0,P & W,PW4060,Fixed Wing Multi-Engine,DL
N949DL,MCDONNELL DOUGLAS,MD-88,1990.0,1990.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N941DN,MCDONNELL DOUGLAS,MD-90-30,1997.0,2012.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N684DA,BOEING,757-232,1993.0,2016.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N1608,BOEING,767-332ER,2000.0,2000.0,GE,CF6-80C2,Fixed Wing Multi-Engine,DL
N992DL,MCDONNELL DOUGLAS,MD-88,1991.0,1992.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N917DN,MCDONNELL DOUGLAS,MD-90-30,1996.0,2009.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N809DN,BOEING,737-932ER,2013.0,2013.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N847DN,BOEING,737-932ER,2015.0,2015.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N365NB,AIRBUS,A319-114,2003.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N955AT,BOEING,717-200,2000.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N662DN,BOEING,757-232,1991.0,2017.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N958AT,BOEING,717-200,2001.0,2001.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N6711M,BOEING,757-232,2000.0,2000.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N922DL,MCDONNELL DOUGLAS,MD-88,1988.0,2018.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N986DL,MCDONNELL DOUGLAS,MD-88,1991.0,1991.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N902DE,MCDONNELL DOUGLAS,MD-88,1992.0,1992.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N358NW,AIRBUS,A320-212,1998.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N676DL,BOEING,757-232,1992.0,1992.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N346NB,AIRBUS,A319-114,2002.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N908DA,MCDONNELL DOUGLAS,MD-90-30,1995.0,1995.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N932DN,MCDONNELL DOUGLAS,MD-90-30,1996.0,2016.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N936DN,MCDONNELL DOUGLAS,MD-90-30,1996.0,2016.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N368NB,AIRBUS,A319-114,2003.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N397DA,BOEING,737-832,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N378DA,BOEING,737-832,1999.0,1999.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N704X,BOEING,757-2Q8,1997.0,2013.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N900PC,BOEING,757-26D,1997.0,1997.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N931DL,MCDONNELL DOUGLAS,MD-88,1988.0,1989.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N909DA,MCDONNELL DOUGLAS,MD-90-30,1995.0,1996.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N544US,BOEING,757-251,1996.0,2009.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N376NW,AIRBUS,A320-212,2002.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N3730B,BOEING,737-832,2000.0,2000.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N912DE,MCDONNELL DOUGLAS,MD-88,1992.0,1993.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N340NW,AIRBUS,A320-212,1992.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N3748Y,BOEING,737-832,2001.0,2001.0,CFM INTL,CFM56-7B,Fixed Wing Multi-Engine,DL
N988DL,MCDONNELL DOUGLAS,MD-88,1991.0,1991.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N993DL,MCDONNELL DOUGLAS,MD-88,1991.0,1992.0,P & W,JT8D-219,Fixed Wing Multi-Engine,DL
N348NB,AIRBUS,A319-114,2002.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N930AT,BOEING,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N951AT,BOEING,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
N682DA,BOEING,757-232,1993.0,2017.0,P & W,PW2037,Fixed Wing Multi-Engine,DL
N349NB,AIRBUS,A319-114,2002.0,2009.0,CFM INTL,CFM56-5A,Fixed Wing Multi-Engine,DL
N912DN,MCDONNELL DOUGLAS,MD-90-30,1996.0,1996.0,IAE,V2528-D5,Fixed Wing Multi-Engine,DL
N593NW,BOEING,757-351,2003.0,2009.0,P & W,PW2040,Fixed Wing Multi-Engine,DL
N926AT,BOEING,717-200,2000.0,2000.0,ROLLS-ROYC,BR700-715,Fixed Wing Multi-Engine,DL
